,Consumed energy [Wh]
4836,3546.7563
4837,5188.5596
4838,4943.3726
4839,4577.1484
4840,6406.3735
4841,6403.1895
4842,3806.5605
4843,4524.447
4844,4919.889
4845,3948.9062
4846,3785.1475
4847,3466.042
4848,14977.931
4849,14862.421
4850,15500.609
4851,16213.694
4852,15964.049
4853,17062.797
4854,16863.045
4855,16469.953
4856,16619.146
4857,14814.974
4858,15214.09
4859,16162.171
4860,4922.447
4861,6464.5938
4862,6067.0845
4863,6459.606
4864,7428.74
4865,8072.0864
4866,5767.9717
4867,5418.9053
4868,6499.834
4869,5559.0923
4870,5390.24
4871,5665.5796
4872,14470.431
4873,14635.541
4874,14598.663
4875,13869.291
4876,15631.567
4877,14590.551
4878,15744.352
4879,14579.994
4880,14401.836
4881,14551.863
4882,13538.893
4883,15016.153
4884,4165.83
4885,5552.2036
4886,5130.896
4887,5473.906
4888,6453.205
4889,6894.583
4890,4962.7856
4891,4878.479
4892,5264.3784
4893,4383.495
4894,4634.897
4895,4351.699
4896,13567.48
4897,14718.651
4898,14524.824
4899,13036.683
4900,14694.612
4901,13946.862
4902,15317.759
4903,14026.201
4904,12644.657
4905,14671.466
4906,12882.355
4907,14264.006
4908,3148.117
4909,4735.8164
4910,4220.711
4911,3940.6838
4912,5325.5894
4913,5290.6006
4914,3819.66
4915,3649.8381
4916,3619.4841
4917,3755.0886
4918,3372.7444
4919,3359.882
4920,14975.708
4921,15175.82
4922,15842.3545
4923,14344.198
4924,16332.376
4925,15696.344
4926,16099.169
4927,15511.374
4928,15380.446
4929,15460.026
4930,14803.756
4931,15059.504
4932,5558.3887
4933,6749.349
4934,6647.008
4935,7276.4863
4936,7789.569
4937,8838.576
4938,6845.472
4939,6888.4565
4940,7101.5405
4941,5715.965
4942,6097.8447
4943,5946.8604
4944,13984.532
4945,14899.941
4946,14866.192
4947,14849.108
4948,15308.781
4949,15503.331
4950,16318.43
4951,15765.185
4952,14594.8125
4953,14241.008
4954,13727.973
4955,14841.009
4956,4910.247
4957,6332.71
4958,5768.441
4959,5914.9214
4960,7277.423
4961,8021.0093
4962,5838.494
4963,5784.277
4964,6628.3535
4965,5238.3267
4966,5190.29
4967,5338.3916
4968,13188.232
4969,13527.658
4970,14229.037
4971,13353.0625
4972,15040.553
4973,13985.532
4974,14009.708
4975,12923.586
4976,13110.066
4977,13981.362
4978,13175.102
4979,13741.111
4980,3253.012
4981,4275.4185
4982,3995.1355
4983,3654.0623
4984,5413.5776
4985,5078.0815
4986,3414.5408
4987,3274.6055
4988,3981.1106
4989,3565.0164
4990,3447.1501
4991,3187.122
4992,14178.491
4993,14706.059
4994,14701.774
4995,14499.1
4996,15774.477
4997,15985.42
4998,15247.3955
4999,15801.938
5000,15235.964
5001,14930.258
5002,13836.137
5003,14111.847
5004,4461.304
5005,6066.73
5006,5195.735
5007,6418.4355
5008,6851.8096
5009,7508.011
5010,5820.202
5011,5556.9937
5012,5976.137
5013,4793.446
5014,4621.739
5015,5222.4175
5016,12947.453
5017,14583.439
5018,13733.96
5019,13256.467
5020,14395.588
5021,14310.667
5022,14777.14
5023,15045.3545
5024,12882.284
5025,13867.753
5026,11930.305
5027,12953.737
5028,4097.068
5029,4709.8022
5030,4717.4287
5031,4978.268
5032,5922.564
5033,6691.4414
5034,4639.055
5035,4697.4116
5036,4525.4307
5037,4406.872
5038,4166.0425
5039,3996.218
5040,13991.772
5041,14809.298
5042,14915.184
5043,15864.445
5044,15162.269
5045,15786.444
5046,16431.32
5047,15640.804
5048,14440.786
5049,14455.96
5050,14519.926
5051,15256.292
5052,4758.2847
5053,5697.2954
5054,5599.2017
5055,7550.9644
5056,6834.6616
5057,8163.913
5058,6024.5386
5059,5471.8765
5060,5738.317
5061,5313.547
5062,5257.326
5063,5400.4634
5064,14228.706
5065,15111.374
5066,15333.842
5067,14276.94
5068,15508.132
5069,15359.677
5070,16162.675
5071,15702.534
5072,14408.074
5073,15083.279
5074,14225.346
5075,14677.1875
5076,5651.871
5077,6392.8574
5078,5890.755
5079,5696.169
5080,7731.8394
5081,6952.0786
5082,6242.0938
5083,5660.863
5084,5406.23
5085,6140.2295
5086,5309.9795
5087,5044.791
5088,13308.112
5089,14692.241
5090,15694.378
5091,14322.402
5092,15049.086
5093,15366.391
5094,15181.804
5095,15025.99
5096,14718.393
5097,13649.07
5098,14404.067
5099,15094.865
5100,3795.3406
5101,5313.2354
5102,4649.0483
5103,4808.2104
5104,5796.901
5105,6197.092
5106,4469.3066
5107,4886.4067
5108,4316.821
5109,4197.4253
5110,3797.642
5111,3760.5183
5112,14518.103
5113,14740.546
5114,15231.875
5115,15573.849
5116,15498.813
5117,15695.493
5118,16462.041
5119,15718.434
5120,14083.485
5121,15313.228
5122,14041.092
5123,14901.851
5124,5160.027
5125,6283.1387
5126,6476.743
5127,6695.407
5128,7042.0205
5129,7210.0435
5130,6470.4116
5131,6147.769
5132,5154.9775
5133,5351.0483
5134,5644.1074
5135,5343.555
5136,15366.905
5137,13835.082
5138,15810.047
5139,14581.591
5140,16574.648
5141,14560.55
5142,15405.644
5143,15145.648
5144,14305.109
5145,14975.859
5146,14304.893
5147,14041.406
5148,4552.587
5149,5411.544
5150,5669.0835
5151,5846.48
5152,6627.7363
5153,6788.1206
5154,5072.281
5155,5561.3994
5156,4875.0625
5157,4559.525
5158,4819.3267
5159,4078.4307
5160,13774.788
5161,14661.604
5162,14397.984
5163,13532.124
5164,15101.337
5165,14178.002
5166,15557.581
5167,14259.953
5168,13136.491
5169,14903.427
5170,13259.389
5171,14176.835
5172,3438.7937
5173,5069.302
5174,4134.3677
5175,4115.4736
5176,5683.0493
5177,5866.308
5178,4089.5166
5179,4001.0396
5180,4099.142
5181,4176.903
5182,3349.922
5183,3480.1382
5184,15772.224
5185,15089.27
5186,16183.3
5187,15447.633
5188,16475.945
5189,16202.367
5190,17310.906
5191,16326.37
5192,16336.335
5193,15471.894
5194,15712.323
5195,16477.1
5196,6470.6353
5197,7796.8555
5198,7552.978
5199,7458.6206
5200,8745.638
5201,9651.205
5202,7697.927
5203,7494.8193
5204,8537.23
5205,6671.807
5206,7138.1616
5207,7027.098
5208,13436.972
5209,15000.166
5210,15491.277
5211,13742.737
5212,15348.268
5213,15414.693
5214,15693.542
5215,15795.659
5216,15660.927
5217,13414.239
5218,14188.793
5219,14780.652
5220,4938.9683
5221,6245.541
5222,6780.928
5223,6002.5767
5224,7422.4336
5225,8711.523
5226,5900.25
5227,6241.181
5228,7332.3335
5229,5174.304
5230,6038.418
5231,5475.547
5232,14792.854
5233,14000.8955
5234,16382.823
5235,14139.704
5236,15960.598
5237,14892.773
5238,15272.598
5239,15785.805
5240,14340.927
5241,14192.222
5242,14424.157
5243,14271.462
5244,5214.8926
5245,5546.8457
5246,5935.7827
5247,5964.3315
5248,7431.5356
5249,7659.714
5250,5427.5884
5251,5636.905
5252,6229.031
5253,5164.0386
5254,5240.358
5255,4933.5547
5256,14920.609
5257,14733.683
5258,15344.363
5259,15465.013
5260,15464.255
5261,16191.571
5262,16485.322
5263,16103.077
5264,14599.398
5265,15573.089
5266,14551.944
5267,14907.003
5268,5225.564
5269,7186.218
5270,6601.5693
5271,6748.878
5272,7208.464
5273,8422.671
5274,6930.722
5275,6855.581
5276,6442.023
5277,5710.653
5278,6109.3037
5279,6024.7285
5280,14204.684
5281,14591.772
5282,13749.839
5283,14143.562
5284,15225.786
5285,15112.557
5286,15984.681
5287,15124.678
5288,14143.306
5289,14877.512
5290,12999.558
5291,14586.444
5292,4131.2266
5293,5466.525
5294,4724.267
5295,5714.9463
5296,6015.988
5297,6952.621
5298,5224.24
5299,4818.7554
5300,4838.3228
5301,4733.913
5302,4247.18
5303,4564.743
5304,14723.638
5305,14198.383
5306,14649.035
5307,14384.856
5308,15762.923
5309,14564.156
5310,15834.501
5311,14040.216
5312,13684.059
5313,15532.434
5314,13579.597
5315,14850.543
5316,3254.0593
5317,5245.896
5318,4319.079
5319,4267.68
5320,5552.9736
5321,5489.8735
5322,4149.3022
5323,3817.102
5324,3696.14
5325,4029.1416
5326,3412.0737
5327,3462.4673
5328,12908.1
5329,14003.805
5330,13329.473
5331,14501.7
5332,14358.913
5333,14044.213
5334,14826.029
5335,14267.245
5336,12175.653
5337,14065.329
5338,12335.689
5339,13308.01
5340,2643.0286
5341,4726.416
5342,4023.11
5343,4540.792
5344,4868.8022
5345,5416.1284
5346,3644.3923
5347,3767.4526
5348,3497.2192
5349,3256.145
5350,3315.5696
5351,2992.9001
5352,14778.021
5353,15158.441
5354,15958.5
5355,15538.198
5356,15908.42
5357,16516.664
5358,16505.162
5359,16080.297
5360,15298.729
5361,15505.766
5362,15060.45
5363,15429.511
5364,6398.972
5365,6743.9067
5366,6265.782
5367,7269.7104
5368,8501.859
5369,8805.095
5370,6906.308
5371,6699.2734
5372,7088.668
5373,6863.769
5374,5825.5117
5375,6009.818
5376,15794.709
5377,13829.047
5378,15541.518
5379,15364.296
5380,16811.725
5381,15747.023
5382,15815.739
5383,14828.192
5384,15280.917
5385,15829.432
5386,14667.294
5387,15107.259
5388,5658.089
5389,5775.9707
5390,5958.4355
5391,5844.747
5392,8002.0356
5393,7462.7334
5394,5681.277
5395,5138.7153
5396,6165.659
5397,5850.2637
5398,5426.431
5399,5079.173
5400,14295.502
5401,13639.895
5402,14875.675
5403,15692.357
5404,15668.767
5405,15337.594
5406,15179.537
5407,15981.003
5408,13933.018
5409,14693.427
5410,13360.656
5411,13350.886
5412,4216.185
5413,5404.842
5414,5559.7515
5415,5099.893
5416,6361.005
5417,6283.741
5418,4701.147
5419,5217.4854
5420,4634.2285
5421,4326.7476
5422,4642.9365
5423,3861.215
5424,13592.661
5425,13243.76
5426,14058.264
5427,14937.107
5428,15078.683
5429,14558.6875
5430,14356.707
5431,13823.89
5432,12829.174
5433,14343.578
5434,12569.317
5435,13456.589
5436,3445.3147
5437,4772.8486
5438,4826.113
5439,3958.8965
5440,5645.0586
5441,5679.716
5442,3881.993
5443,4098.1963
5444,4495.691
5445,3633.8257
5446,4003.6873
5447,3484.9087
5448,13167.588
5449,13848.446
5450,14041.685
5451,14513.066
5452,14597.852
5453,14679.325
5454,14562.751
5455,14273.591
5456,12939.338
5457,14230.643
5458,13269.764
5459,13590.83
5460,3762.7568
5461,5107.849
5462,4595.9917
5463,5157.713
5464,5995.469
5465,7054.932
5466,4712.7495
5467,4477.691
5468,5486.911
5469,4199.496
5470,4437.389
5471,4284.315
5472,15655.183
5473,13648.901
5474,14904.832
5475,15903.938
5476,16017.367
5477,15834.167
5478,16438.207
5479,14700.854
5480,14528.982
5481,16189.669
5482,14630.334
5483,15159.516
5484,4065.5393
5485,6183.3027
5486,5887.0312
5487,5822.5767
5488,6699.5186
5489,8790.444
5490,5232.247
5491,5978.0034
5492,6206.858
5493,4879.281
5494,4821.3125
5495,4386.349
5496,13507.225
5497,14475.72
5498,16067.449
5499,14677.6875
5500,15126.002
5501,16355.841
5502,15630.077
5503,14885.939
5504,15725.804
5505,14186.494
5506,15524.723
5507,16128.003
5508,4828.9004
5509,5533.7256
5510,5201.3984
5511,5758.007
5512,6942.4087
5513,7196.642
5514,5411.13
5515,4557.248
5516,5560.8867
5517,5490.799
5518,5073.151
5519,5229.2764
5520,13208.995
5521,14997.912
5522,15765.222
5523,14889.924
5524,15075.098
5525,16217.414
5526,15564.435
5527,15732.735
5528,15122.006
5529,13720.63
5530,14581.45
5531,14909.016
5532,5071.888
5533,6285.172
5534,6381.8086
5535,5882.7964
5536,7429.5186
5537,8090.8936
5538,5986.9766
5539,6038.832
5540,6635.567
5541,5303.385
5542,5793.0522
5543,5365.8364
5544,13635.719
5545,15057.643
5546,15542.015
5547,15010.009
5548,15336.104
5549,16002.667
5550,15493.675
5551,15943.067
5552,14725.46
5553,14520.623
5554,14261.8
5555,14354.586
5556,4662.166
5557,5431.6426
5558,5114.6514
5559,5749.095
5560,7076.861
5561,6756.8794
5562,4870.359
5563,5206.5596
5564,4864.6313
5565,5142.278
5566,4102.033
5567,4078.5635
5568,14001.028
5569,14347.065
5570,14343.72
5571,15736.99
5572,15146.6045
5573,16117.164
5574,15794.528
5575,14971.621
5576,14327.892
5577,15257.384
5578,13802.267
5579,14677.975
5580,3532.3333
5581,5459.1357
5582,4566.7705
5583,6086.663
5584,5697.508
5585,6835.8364
5586,4925.4785
5587,4447.5596
5588,4237.1914
5589,4527.133
5590,4182.717
5591,4146.525
5592,13571.437
5593,14158.847
5594,15739.816
5595,14172.646
5596,15900.781
5597,15228.36
5598,14494.204
5599,14977.784
5600,14470.97
5601,14107.209
5602,13966.558
5603,13498.13
5604,3661.6396
5605,5695.5415
5606,5392.4434
5607,4915.351
5608,6040.7676
5609,6543.726
5610,4947.1396
5611,5154.46
5612,5093.489
5613,3982.6672
5614,4405.5317
5615,4211.808
5616,12860.675
5617,13691.883
5618,13964.08
5619,14361.771
5620,14214.224
5621,15275.362
5622,14602.35
5623,14938.422
5624,13264.089
5625,13779.723
5626,12472.116
5627,13230.575
5628,3277.5867
5629,4413.682
5630,4683.261
5631,5136.3184
5632,5447.2236
5633,6715.7124
5634,3846.1592
5635,4673.6875
5636,4286.099
5637,3608.8003
5638,3913.0483
5639,3264.5552
5640,15175.008
5641,13578.982
5642,15302.921
5643,14241.4375
5644,16515.967
5645,15392.967
5646,14588.808
5647,14140.128
5648,14752.944
5649,15358.113
5650,14211.819
5651,14130.948
5652,3358.4836
5653,4580.793
5654,4384.335
5655,4833.8887
5656,5357.2793
5657,6115.691
5658,3957.277
5659,3825.675
5660,3810.8506
5661,4079.3408
5662,3749.4941
5663,3480.9119
5664,15165.266
5665,15321.521
5666,16244.674
5667,14804.758
5668,16120.226
5669,15829.758
5670,16766.209
5671,16339.89
5672,15830.704
5673,14803.446
5674,15427.203
5675,15871.322
5676,5597.1494
5677,7329.914
5678,6804.6807
5679,6025.1777
5680,7872.857
5681,8667.477
5682,6296.4736
5683,6891.1465
5684,6972.1924
5685,6186.874
5686,5798.0874
5687,5326.034
5688,13867.273
5689,13760.274
5690,14099.861
5691,14458.528
5692,15524.673
5693,14983.667
5694,14421.446
5695,13903.264
5696,13850.149
5697,14628.523
5698,12938.402
5699,13832.028
5700,2959.0635
5701,5069.84
5702,4455.034
5703,3696.1008
5704,5300.263
5705,5701.028
5706,3688.5952
5707,4004.4194
5708,4256.1226
5709,3474.82
5710,3355.4927
5711,3248.174
5712,14167.763
5713,15036.519
5714,14660.983
5715,14277.862
5716,15640.21
5717,16364.631
5718,16096.75
5719,15775.813
5720,15806.96
5721,14995.757
5722,13828.104
5723,14680.079
5724,4888.6523
5725,6063.258
5726,5380.292
5727,5639.007
5728,7301.366
5729,7415.6274
5730,5596.0815
5731,5248.245
5732,5753.506
5733,5502.2695
5734,4629.03
5735,4933.2075
5736,14202.98
5737,14516.192
5738,14544.25
5739,14341.28
5740,15588.498
5741,15029.186
5742,15109.408
5743,15454.638
5744,13459.434
5745,15070.853
5746,12824.86
5747,13209.423
5748,4064.072
5749,5426.009
5750,5044.2197
5751,5552.071
5752,6319.1016
5753,6128.445
5754,4937.165
5755,4522.4463
5756,4157.2485
5757,4751.9146
5758,4514.9863
5759,3995.4526
5760,14482.633
5761,15036.176
5762,15095.814
5763,13180.551
5764,15744.6455
5765,14908.427
5766,15415.003
5767,15363.817
5768,14336.369
5769,15079.422
5770,13687.395
5771,13687.379
5772,3792.3052
5773,5909.054
5774,5024.514
5775,5784.6343
5776,5876.14
5777,7034.794
5778,5459.52
5779,4783.6123
5780,4705.5264
5781,4689.792
5782,4707.026
5783,4735.3164
5784,15405.92
5785,15259.707
5786,16548.533
5787,14831.868
5788,15961.572
5789,15670.564
5790,17086.305
5791,16337.505
5792,15526.961
5793,15226.073
5794,15425.809
5795,16246.331
5796,5964.392
5797,7197.8916
5798,6047.527
5799,6013.321
5800,7955.7827
5801,7424.941
5802,6822.2373
5803,6351.5986
5804,5907.846
5805,6469.523
5806,5000.986
5807,5552.933
5808,14598.599
5809,15161.4795
5810,16670.055
5811,14932.33
5812,15794.402
5813,16410.69
5814,16324.005
5815,16293.848
5816,15787.624
5817,14884.975
5818,15683.24
5819,15558.255
5820,5774.936
5821,7301.069
5822,7465.754
5823,7236.6177
5824,7879.8267
5825,8724.735
5826,7481.8203
5827,7378.6846
5828,6883.8354
5829,5986.489
5830,6442.739
5831,6422.667
5832,13543.081
5833,14565.515
5834,15554.799
5835,14455.131
5836,15509.332
5837,16031.115
5838,14888.015
5839,15266.323
5840,15580.962
5841,13824.589
5842,14825.727
5843,14745.826
5844,4057.435
5845,5517.8516
5846,5872.7837
5847,5662.592
5848,6106.8467
5849,7610.905
5850,5152.4434
5851,5117.0728
5852,5342.821
5853,4560.301
5854,5241.0283
5855,4656.36
5856,14222.641
5857,14101.149
5858,14253.691
5859,13383.588
5860,15368.356
5861,13980.513
5862,14915.138
5863,13788.384
5864,13553.06
5865,14481.541
5866,12696.995
5867,14339.876
5868,3253.3875
5869,4554.942
5870,3998.2322
5871,4241.898
5872,5125.833
5873,5224.339
5874,3973.1372
5875,3433.848
5876,3527.2715
5877,3890.385
5878,3328.464
5879,3517.9585
5880,14273.563
5881,14620.055
5882,15131.097
5883,15448.114
5884,15496.973
5885,15605.249
5886,16228.048
5887,15264.06
5888,14062.565
5889,15286.265
5890,13797.931
5891,14916.691
5892,4400.903
5893,6031.6973
5894,5286.202
5895,5822.621
5896,6429.234
5897,7270.2065
5898,5725.1978
5899,5220.1064
5900,4941.9043
5901,5412.929
5902,4543.7964
5903,4721.383
5904,14479.615
5905,13632.667
5906,15600.103
5907,15057.242
5908,15860.294
5909,14895.453
5910,15090.316
5911,15268.653
5912,13502.847
5913,14628.795
5914,13644.795
5915,13790.716
5916,4480.2065
5917,4848.707
5918,4884.228
5919,5899.3774
5920,6757.648
5921,6446.8774
5922,4553.03
5923,4773.7417
5924,4341.931
5925,4883.4043
5926,4145.7896
5927,3469.4187
5928,14343.213
5929,13998.601
5930,14713.917
5931,15330.175
5932,15859.717
5933,15424.378
5934,15188.357
5935,14777.878
5936,14486.36
5937,14830.305
5938,13790.435
5939,14499.521
5940,5114.0127
5941,5390.8096
5942,5154.8047
5943,5288.513
5944,7130.529
5945,6415.658
5946,5152.453
5947,4639.6226
5948,5170.204
5949,5366.4326
5950,4689.64
5951,4498.958
5952,15398.19
5953,14040.308
5954,15536.2295
5955,15236.592
5956,16565.357
5957,15616.075
5958,15845.024
5959,14596.592
5960,15297.717
5961,15561.434
5962,15011.12
5963,15465.179
5964,3901.1494
5965,5031.85
5966,4942.563
5967,5506.833
5968,6307.7515
5969,6529.7314
5970,4426.1772
5971,3984.4497
5972,4557.0684
5973,4624.49
5974,4127.0425
5975,4229.1216
5976,13236.587
5977,13945.319
5978,13775.126
5979,14326.997
5980,14962.9795
5981,15468.423
5982,14311.371
5983,14134.76
5984,13994.052
5985,14463.299
5986,12647.931
5987,13841.929
5988,2955.322
5989,4188.2515
5990,3300.5571
5991,4348.285
5992,4860.7827
5993,5405.4775
5994,3406.2078
5995,3371.527
5996,3142.8818
5997,3820.4822
5998,2861.1396
5999,2790.0261
6000,15153.766
6001,14697.276
6002,15657.737
6003,16247.232
6004,15989.166
6005,16697.195
6006,17111.023
6007,16038.953
6008,16538.225
6009,14963.174
6010,15332.049
6011,16646.2
6012,4979.9453
6013,6338.877
6014,6037.8447
6015,7358.809
6016,7082.1157
6017,8542.517
6018,6219.212
6019,6075.804
6020,6246.986
6021,5396.555
6022,5463.397
6023,5688.533
6024,14174.383
6025,15514.084
6026,15593.872
6027,14797.191
6028,15637.967
6029,16613.826
6030,16462.932
6031,16116.844
6032,15723.967
6033,15082.5625
6034,14644.41
6035,15043.85
6036,4506.118
6037,6505.705
6038,5932.2007
6039,6092.0967
6040,7222.1353
6041,8434.077
6042,5548.9976
6043,5799.583
6044,6343.799
6045,5423.973
6046,4947.068
6047,5050.2495
6048,13088.371
6049,13762.333
6050,14830.772
6051,14349.277
6052,15210.541
6053,15078.374
6054,14456.418
6055,14365.259
6056,13385.526
6057,13853.235
6058,13211.726
6059,13291.583
6060,3078.2458
6061,4953.0225
6062,5003.5117
6063,4298.2866
6064,5479.8267
6065,6472.7935
6066,3923.674
6067,4282.5835
6068,4657.188
6069,3663.5513
6070,4173.3247
6071,3481.3516
6072,12978.895
6073,14140.953
6074,15565.38
6075,15031.57
6076,15022.641
6077,15585.25
6078,15058.645
6079,15196.881
6080,15343.628
6081,12803.92
6082,14237.195
6083,15397.522
6084,3304.0474
6085,4848.2534
6086,4436.6377
6087,5013.5737
6088,5532.3667
6089,6659.287
6090,4132.263
6091,4070.9785
6092,4841.4736
6093,3862.8289
6094,4002.2168
6095,4072.4453
6096,14623.49
6097,14674.214
6098,16258.5
6099,14048.014
6100,16291.802
6101,15060.806
6102,15410.289
6103,15646.639
6104,14969.342
6105,14496.662
6106,14350.35
6107,14460.532
6108,4489.038
6109,5563.699
6110,6205.616
6111,5204.772
6112,6838.306
6113,6580.3726
6114,4719.7637
6115,4895.5996
6116,5163.4565
6117,4832.394
6118,4870.9736
6119,4445.5728
6120,15728.867
6121,14388.868
6122,15952.277
6123,15384.519
6124,16744.506
6125,15709.332
6126,16145.628
6127,15349.446
6128,14925.467
6129,16176.031
6130,15165.0625
6131,14980.407
6132,6816.1533
6133,5911.29
6134,6108.3535
6135,6886.682
6136,8496.107
6137,7803.3726
6138,6845.745
6139,5987.238
6140,5992.0103
6141,6873.882
6142,5666.39
6143,5633.7563
6144,14580.417
6145,14331.997
6146,15476.26
6147,14770.891
6148,16135.326
6149,15570.89
6150,15016.331
6151,15358.57
6152,14459.485
6153,15166.192
6154,14098.182
6155,13787.207
6156,3990.6514
6157,5449.5737
6158,4560.5015
6159,5950.9595
6160,6228.573
6161,6877.5947
6162,4958.3594
6163,4768.4873
6164,4758.6387
6165,4759.3965
6166,4127.5566
6167,4252.69
6168,13176.183
6169,12810.595
6170,13743.412
6171,12957.24
6172,15063.265
6173,13535.669
6174,12938.982
6175,12627.821
6176,12668.323
6177,13403.917
6178,12356.24
6179,12644.278
6180,2069.6812
6181,3250.1
6182,2904.0505
6183,3143.5066
6184,3961.0999
6185,4504.48
6186,2251.941
6187,2670.9463
6188,2655.4832
6189,2469.9758
6190,2272.179
6191,1875.2069
6192,13907.628
6193,15301.912
6194,15827.236
6195,14557.553
6196,15108.273
6197,14971.851
6198,16585.19
6199,15566.623
6200,14366.466
6201,14155.025
6202,14762.304
6203,15609.337
6204,4597.9453
6205,6120.0674
6206,5977.462
6207,5999.996
6208,6779.0317
6209,6936.558
6210,5744.2964
6211,4786.8594
6212,5030.9272
6213,5500.9893
6214,5536.7383
6215,5258.461
6216,13747.039
6217,13919.557
6218,14292.77
6219,15040.0625
6220,15210.137
6221,14559.214
6222,14790.49
6223,14185.661
6224,12617.097
6225,15016.291
6226,13122.551
6227,13351.095
6228,4009.8252
6229,5178.66
6230,5079.629
6231,5636.31
6232,6463.805
6233,7719.4546
6234,4783.324
6235,4971.463
6236,5951.819
6237,4535.3633
6238,4580.331
6239,4240.5444
6240,13250.002
6241,14531.475
6242,14977.937
6243,12896.967
6244,15270.7
6245,14968.813
6246,14135.686
6247,14362.733
6248,14454.766
6249,14127.377
6250,13439.083
6251,13249.923
6252,4142.419
6253,4673.6743
6254,4943.2246
6255,4940.466
6256,6528.2715
6257,6503.5596
6258,4394.479
6259,4374.4316
6260,5139.587
6261,4395.845
6262,4056.6895
6263,4032.0964
6264,14363.411
6265,14636.867
6266,16322.018
6267,15051.748
6268,15669.403
6269,15777.181
6270,15958.418
6271,15804.105
6272,15094.244
6273,14421.778
6274,14932.201
6275,15449.429
6276,4746.9478
6277,6311.2305
6278,7000.198
6279,6445.4185
6280,7152.1064
6281,7979.9673
6282,5904.2515
6283,5783.0435
6284,6434.5713
6285,4954.3057
6286,6374.392
6287,5809.552
6288,15450.751
6289,14310.912
6290,15982.614
6291,14311.679
6292,16856.627
6293,15424.726
6294,15525.338
6295,15324.435
6296,15150.533
6297,15555.041
6298,14718.924
6299,14335.888
6300,4211.3022
6301,6041.0103
6302,5541.568
6303,4982.4873
6304,6734.2554
6305,6550.7124
6306,4882.2173
6307,4693.0195
6308,5137.2324
6309,4922.0615
6310,4676.3594
6311,4354.5596
6312,15095.657
6313,13868.927
6314,14683.284
6315,15823.394
6316,15850.172
6317,15973.921
6318,16032.562
6319,14967.927
6320,14786.46
6321,15558.713
6322,14429.45
6323,15066.998
6324,4463.416
6325,5266.3066
6326,4276.8906
6327,5347.8105
6328,6766.471
6329,7054.1196
6330,4659.1675
6331,4528.112
6332,5223.023
6333,5139.221
6334,3710.3235
6335,4129.535
6336,14416.472
6337,14650.97
6338,15937.587
6339,14677.427
6340,15875.351
6341,14807.148
6342,16001.702
6343,15335.341
6344,13573.81
6345,14856.146
6346,14401.875
6347,14429.779
6348,4797.2827
6349,5458.507
6350,5607.796
6351,5749.8257
6352,7033.6577
6353,6485.9165
6354,5233.234
6355,4763.8213
6356,4545.721
6357,5427.962
6358,4926.959
6359,4327.103
6360,14758.793
6361,15117.155
6362,15875.472
6363,14963.98
6364,16176.636
6365,16263.953
6366,16511.479
6367,15929.214
6368,16178.177
6369,14797.421
6370,14992.342
6371,15951.911
6372,5448.995
6373,7311.518
6374,7364.598
6375,7556.087
6376,7490.081
6377,9195.061
6378,7588.157
6379,6697.339
6380,7527.197
6381,5695.4443
6382,7033.9463
6383,7284.405
6384,15319.305
6385,13641.116
6386,14890.796
6387,14934.977
6388,16214.704
6389,15334.372
6390,15451.357
6391,15423.184
6392,13960.965
6393,15394.735
6394,13278.433
6395,13713.354
6396,4007.2566
6397,5119.1973
6398,4971.615
6399,5602.209
6400,6000.7036
6401,7012.5044
6402,4837.4795
6403,4861.8525
6404,4447.897
6405,4606.5625
6406,4439.92
6407,3959.2883
6408,13340.191
6409,14084.911
6410,14472.681
6411,15764.711
6412,14963.454
6413,15060.42
6414,15362.889
6415,14772.205
6416,12942.357
6417,14164.266
6418,13569.783
6419,13753.71
6420,3968.2502
6421,5219.716
6422,5116.602
6423,5270.6333
6424,6600.638
6425,6342.956
6426,4415.0244
6427,4703.271
6428,4655.7163
6429,4302.7007
6430,4402.6953
6431,3564.7607
6432,14076.355
6433,14522.686
6434,14646.099
6435,15418.9
6436,15322.592
6437,14901.654
6438,15889.448
6439,15101.699
6440,13057.488
6441,14939.773
6442,13647.325
6443,14127.5625
6444,3487.6519
6445,5361.5947
6446,4675.7256
6447,5591.6035
6448,5702.4844
6449,6248.3267
6450,4875.3916
6451,4224.461
6452,3849.38
6453,4597.199
6454,3931.6633
6455,4058.7488
6456,14167.011
6457,14724.542
6458,15103.64
6459,15321.521
6460,14508.63
6461,15765.769
6462,17244.396
6463,15624.382
6464,14743.288
6465,14325.766
6466,15069.189
6467,16136.569
6468,4282.538
6469,6761.991
6470,5446.9224
6471,5361.171
6472,6226.0703
6473,7120.956
6474,5815.1357
6475,5344.3384
6476,5044.1826
6477,5217.177
6478,4776.023
6479,4892.328
6480,13654.403
6481,14879.014
6482,15800.81
6483,14163.43
6484,15364.804
6485,14928.829
6486,15536.46
6487,15083.984
6488,14450.112
6489,14042.541
6490,14076.228
6491,15170.411
6492,4741.28
6493,5386.4575
6494,5906.4634
6495,5258.431
6496,6993.5034
6497,6742.3823
6498,4976.835
6499,4859.563
6500,5293.765
6501,4926.827
6502,5085.866
6503,4551.799
6504,14194.899
6505,14110.817
6506,15572.349
6507,15309.472
6508,15684.46
6509,16714.62
6510,15465.926
6511,15271.386
6512,15739.602
6513,14685.667
6514,14689.462
6515,15448.216
6516,4156.6934
6517,5615.253
6518,5797.185
6519,5562.179
6520,6645.602
6521,7773.9873
6522,5030.2075
6523,4878.179
6524,6256.063
